Experiment ID,Number of Ants,Execution Time (seconds),Time Cost (seconds)
550-21,550,1.1270661354064941,4037.6355535553557
550-22,550,1.1258699893951416,5163.413991769547
550-23,550,1.117825984954834,3924.121854185418
550-24,550,1.078382968902588,4801.127794779479
550-25,550,1.1312828063964844,3924.121854185418
550-26,550,1.1217851638793945,3647.360041152263
550-27,550,1.141381025314331,5034.927800780078
550-28,550,1.1252670288085938,4331.788232823282
550-29,550,1.1447501182556152,4948.414749474947
550-30,550,1.1354970932006836,3432.7901110111006
600-1,600,1.2317650318145752,3960.9008820882086
600-2,600,1.226440191268921,4083.7136633663367
600-3,600,1.2033209800720215,3563.2828806584357
600-4,600,1.25053071975708,3743.267448559671
600-5,600,1.237955093383789,3482.2590579057905
600-6,600,1.2723479270935059,3535.89902190219
600-7,600,1.261260986328125,4229.813321332134
600-8,600,1.2502970695495605,4841.950531053105
600-9,600,1.3085389137268066,4417.799670781892
600-10,600,1.2206089496612549,5024.7359259259265
600-11,600,0.589087963104248,3685.385520552055
600-12,600,0.488239049911499,5211.1826337448565
600-13,600,1.2037429809570312,3924.121854185418
600-14,600,1.222048044204712,3361.736105610561
600-15,600,1.2555298805236816,4347.675761168709
600-16,600,1.2259628772735596,4417.799670781892
600-17,600,1.24418306350708,3987.53499549955
600-18,600,1.2118608951568604,3563.2828806584357
600-19,600,1.2107470035552979,4523.454485448544
600-20,600,1.2394037246704102,4322.196707818931
600-21,600,1.245866060256958,3440.4692289228924
600-22,600,0.573145866394043,5020.312877287728
600-23,600,1.2175407409667969,4037.6355535553557
600-24,600,1.2093377113342285,5024.7359259259265
600-25,600,1.2680740356445312,3511.9057725772573
600-26,600,1.2274119853973389,4421.368112811281
600-27,600,1.241718053817749,3924.121854185418
600-28,600,1.2207088470458984,4037.6355535553557
600-29,600,1.2341840267181396,4037.6355535553557
600-30,600,1.2121739387512207,4331.788232823282
650-1,650,1.3218510150909424,3946.829324932493
650-2,650,1.349134922027588,4857.448287308732
650-3,650,1.3118207454681396,3361.736105610561
650-4,650,1.3601417541503906,4537.532151215121
650-5,650,1.387117624282837,4228.094545454545
650-6,650,0.3964409828186035,4848.314617461746
650-7,650,0.8711769580841064,4676.536651665166
650-8,650,1.257153034210205,4314.482988298831
650-9,650,1.331312894821167,4195.2172839506175
650-10,650,1.3282158374786377,3432.7901110111006
650-11,650,1.3125298023223877,4600.021302130213
650-12,650,1.378333330154419,4417.799670781892
650-13,650,1.3668501377105713,3482.31801380138
650-14,650,1.335853099822998,4715.443234323431
650-15,650,1.3392503261566162,5343.141458145813
650-16,650,1.3620977401733398,4500.728376837684
650-17,650,1.3129019737243652,4523.454485448544
650-18,650,0.7237861156463623,4279.564782478247
650-19,650,0.22663211822509766,5016.406684668467
650-20,650,1.3608298301696777,4279.564782478247
650-21,650,1.3609538078308105,3473.4678787878784
650-22,650,1.166733980178833,4600.021302130213
650-23,650,1.3673510551452637,3416.5173837383736
650-24,650,1.368084192276001,4909.437479747974
650-25,650,1.3434381484985352,3361.736105610561
650-26,650,1.3463220596313477,4037.6355535553557
650-27,650,1.3198511600494385,4037.6355535553557
650-28,650,0.9704341888427734,5204.93907590759
650-29,650,1.3337469100952148,4585.5285448544855
650-30,650,1.3440709114074707,4093.1819081908197
700-1,700,1.4370920658111572,3416.5173837383736
700-2,700,1.466698169708252,4037.6355535553557
700-3,700,1.4153599739074707,4801.127794779479
700-4,700,1.4606456756591797,4740.904290429044
700-5,700,1.4163360595703125,4142.022592259226
700-6,700,1.450368881225586,3924.121854185418
700-7,700,1.4264891147613525,5093.033087308731
700-8,700,1.457597255706787,4867.214965496551
700-9,700,1.2089581489562988,4472.54205220522
700-10,700,1.4692432880401611,4224.5954455445535
700-11,700,1.4343130588531494,5231.849753086419
700-12,700,0.21418404579162598,4991.658283828382
700-13,700,1.4755849838256836,4825.763312331233
700-14,700,0.8453829288482666,3482.2590579057905
700-15,700,1.473073959350586,4841.950531053105
700-16,700,1.0905468463897705,4037.6355535553557
700-17,700,1.4541981220245361,4331.788232823282
700-18,700,1.5117161273956299,4178.518541854186
700-19,700,1.5272929668426514,4324.579881908191
700-20,700,1.5773911476135254,3924.121854185418
700-21,700,1.526698112487793,4129.049594959497
700-22,700,1.4672050476074219,3361.736105610561
700-23,700,0.4415111541748047,5368.1948971193415
700-24,700,1.4156091213226318,4037.6355535553557
700-25,700,1.405029058456421,5536.457587758776
700-26,700,1.511645793914795,3463.2788598859884
700-27,700,1.441406011581421,3361.736105610561
700-28,700,1.435387134552002,4937.112319231923
700-29,700,1.4587140083312988,3473.4678787878784
700-30,700,1.4964861869812012,4695.46599459946
750-1,750,1.5187740325927734,3361.736105610561
750-2,750,1.5945007801055908,3398.5151335133514
750-3,750,1.5876271724700928,3398.5151335133514
750-4,750,1.5104131698608398,3924.121854185418
750-5,750,1.4785242080688477,5997.686720672067
750-6,750,1.5052359104156494,4225.1016049382715
750-7,750,1.4101088047027588,5692.438024691358
750-8,750,1.475898265838623,4170.955481548154
750-9,750,1.4880187511444092,4037.6355535553557
750-10,750,1.5471441745758057,3416.5173837383736
750-11,750,0.5213289260864258,4279.564782478247
750-12,750,1.570720911026001,4691.152307230723
750-13,750,1.5637929439544678,5093.033087308731
750-14,750,1.6379587650299072,3473.4678787878784
750-15,750,1.5829601287841797,3361.736105610561
750-16,750,1.5657610893249512,3762.1941333333334
750-17,750,1.5409259796142578,4222.078481848184
750-18,750,1.6001191139221191,3361.736105610561
750-19,750,1.5473179817199707,4600.021302130213
750-20,750,0.8639011383056641,5055.122141954936
750-21,750,1.5775210857391357,4228.094545454545
750-22,750,1.5694398880004883,4383.841379804647
750-23,750,1.4300222396850586,4801.127794779479
750-24,750,1.538419246673584,3924.121854185418
750-25,750,1.5403978824615479,3924.121854185418
750-26,750,1.5795283317565918,4118.250849084909
750-27,750,1.5916831493377686,3511.9057725772573
750-28,750,0.31172800064086914,3677.8364656465646
750-29,750,1.566277265548706,4118.250849084909
750-30,750,1.5580079555511475,4417.799670781892
800-1,800,1.6831469535827637,4118.250849084909
800-2,800,1.6794817447662354,4639.380438043805
800-3,800,1.0881130695343018,5420.443552355236
800-4,800,1.6452679634094238,5123.593567356735
800-5,800,1.6670358180999756,3762.1941333333334
800-6,800,1.6758489608764648,3361.736105610561
800-7,800,0.6351180076599121,3473.4678787878784
800-8,800,1.7555460929870605,3398.5151335133514
800-9,800,1.7313830852508545,3563.2828806584357
800-10,800,1.8893887996673584,3398.5151335133514
800-11,800,1.7954208850860596,3442.2644584458444
800-12,800,1.8046691417694092,4497.180246913581
800-13,800,1.7325687408447266,3361.736105610561
800-14,800,1.1394238471984863,4170.955481548154
800-15,800,0.49815893173217773,4825.763312331233
800-16,800,1.7919180393218994,4876.91610561056
800-17,800,0.7840650081634521,4867.214965496551
800-18,800,1.45078706741333,3432.7901110111006
800-19,800,1.62664794921875,3637.561196452978
800-20,800,0.5461502075195312,4308.768712871287
800-21,800,1.8558557033538818,4331.788232823282
800-22,800,1.8788819313049316,3563.2828806584357
800-23,800,1.524874210357666,3398.5151335133514
800-24,800,1.889833927154541,3946.829324932493
800-25,800,1.9213578701019287,4331.788232823282
800-26,800,1.9137771129608154,3547.934125412541
800-27,800,1.9000740051269531,4846.69805580558
800-28,800,1.8985350131988525,4523.454485448544
800-29,800,1.973689079284668,3361.736105610561
800-30,800,2.1427271366119385,4117.411718357021
850-1,850,2.064307928085327,3482.2590579057905
850-2,850,2.243638753890991,4279.564782478247
850-3,850,0.8818080425262451,4600.021302130213
850-4,850,1.5031170845031738,4742.359339933993
850-5,850,2.3503808975219727,4164.2080108010805
850-6,850,2.2126829624176025,3924.121854185418
850-7,850,1.7653648853302002,4472.54205220522
850-8,850,2.3822970390319824,3924.121854185418
850-9,850,2.0624840259552,3563.2828806584357
850-10,850,2.0329020023345947,4417.799670781892
850-11,850,2.267259120941162,5106.183466666666
850-12,850,2.2757229804992676,4326.326258625862
850-13,850,2.317718029022217,4225.1016049382715
850-14,850,2.5104339122772217,3438.5614881488145
850-15,850,2.300942897796631,3924.121854185418
850-16,850,2.077852964401245,5064.919999999999
850-17,850,2.172309160232544,4170.955481548154
850-18,850,2.425581216812134,3440.4692289228924
850-19,850,2.2320287227630615,3563.2828806584357
850-20,850,2.32431697845459,4279.564782478247
850-21,850,2.2927300930023193,3536.463828382838
850-22,850,2.1084258556365967,3547.934125412541
850-23,850,1.7620668411254883,4138.213213321332
850-24,850,1.975600242614746,3361.736105610561
850-25,850,2.077277898788452,4309.365090138644
850-26,850,2.005711793899536,5070.520252025201
850-27,850,1.9789888858795166,4195.2172839506175
850-28,850,2.040769100189209,4037.6355535553557
850-29,850,2.0188040733337402,5098.032637263726
850-30,850,1.943937063217163,4782.725730573057
900-1,900,2.3797507286071777,4170.955481548154
900-2,900,2.169950008392334,4225.1016049382715
900-3,900,2.184558153152466,4037.6355535553557
900-4,900,2.1288061141967773,4037.6355535553557
900-5,900,2.138075113296509,4759.450639063905
900-6,900,2.1593449115753174,3563.2828806584357
900-7,900,2.1246299743652344,4674.177467746776
900-8,900,2.520707130432129,4428.969372937294
900-9,900,3.0399117469787598,3432.7901110111006
900-10,900,2.2795310020446777,3563.2828806584357
900-11,900,1.7395358085632324,4449.575583558355
900-12,900,1.3589558601379395,3440.4692289228924
900-13,900,2.0873920917510986,4294.636543209876
900-14,900,2.0957190990448,4185.2138532001345
900-15,900,2.3507962226867676,3398.5151335133514
900-16,900,1.9550511837005615,4782.725730573057
900-17,900,1.6742088794708252,4127.493789378938
900-18,900,1.6225450038909912,3361.736105610561
900-19,900,1.6279592514038086,3361.736105610561
900-20,900,1.6177082061767578,5090.471275720163
900-21,900,1.5997889041900635,3361.736105610561
900-22,900,1.5944509506225586,4037.6355535553557
900-23,900,1.604835033416748,4842.811689168917
900-24,900,1.65584397315979,3924.121854185418
900-25,900,1.6089270114898682,3361.736105610561
900-26,900,1.5892810821533203,4857.036008230453
900-27,900,1.6224329471588135,4093.1819081908197
900-28,900,1.640113115310669,4096.476974882673
900-29,900,1.5827491283416748,4118.250849084909
900-30,900,1.6542799472808838,3440.4692289228924
950-1,950,1.6750009059906006,5102.822133333333
950-2,950,1.3418591022491455,4397.6560492345525
950-3,950,1.673595905303955,3563.2828806584357
950-4,950,1.7105309963226318,3563.2828806584357
950-5,950,1.6981120109558105,4600.781218121811
950-6,950,1.7416272163391113,3533.553837383738
950-7,950,1.7333900928497314,3962.715913591359
950-8,950,1.3058891296386719,4353.761902190218
950-9,950,1.7047967910766602,4093.1819081908197
950-10,950,1.6826701164245605,4331.788232823282
950-11,950,1.6744420528411865,3361.736105610561
950-12,950,1.6849799156188965,4023.554829890396
950-13,950,1.6660401821136475,4279.564782478247
950-14,950,1.5939018726348877,4142.022592259226
950-15,950,0.8931889533996582,4897.850849084908
950-16,950,1.7163829803466797,4169.727362736275
950-17,950,1.7407376766204834,4139.9151155115505
950-18,950,1.7455639839172363,4335.161542154215
950-19,950,1.701925277709961,4169.727362736275
950-20,950,1.7147269248962402,5072.440774077407
950-21,950,1.677314043045044,4037.6355535553557
950-22,950,1.7171039581298828,3440.4692289228924
950-23,950,1.7596349716186523,3361.736105610561
950-24,950,1.7099831104278564,3924.121854185418
950-25,950,1.7322261333465576,3416.5173837383736
950-26,950,1.7351176738739014,3536.463828382838
950-27,950,1.706056833267212,4600.021302130213
950-28,950,1.7114310264587402,3432.7901110111006
950-29,950,1.6742172241210938,4417.799670781892
950-30,950,1.6722209453582764,4279.564782478247
1000-1,1000,1.775573968887329,4279.564782478247
1000-2,1000,1.794990062713623,4277.011069958848
1000-3,1000,1.800793170928955,3438.5614881488145
1000-4,1000,1.8434700965881348,4223.833573357337
1000-5,1000,1.795215129852295,4411.0080768076805
1000-6,1000,1.8357057571411133,3398.5151335133514
1000-7,1000,1.799056053161621,3983.8320252025196
1000-8,1000,1.8000390529632568,3482.2590579057905
1000-9,1000,0.9679837226867676,6116.413703703702
1000-10,1000,1.7817082405090332,4195.2172839506175
1000-11,1000,1.7595551013946533,3361.736105610561
1000-12,1000,1.7613871097564697,5217.2215121512145
1000-13,1000,1.805128812789917,3398.5151335133514
1000-14,1000,1.8005001544952393,3398.5151335133514
1000-15,1000,1.7622170448303223,4195.2172839506175
1000-16,1000,1.7594091892242432,4170.955481548154
1000-17,1000,1.8378031253814697,4279.564782478247
1000-18,1000,1.8229279518127441,3361.736105610561
1000-19,1000,1.8635380268096924,3960.9008820882086
1000-20,1000,1.8046190738677979,4357.428646864686
1000-21,1000,1.795583963394165,4313.876663666366
1000-22,1000,1.740328073501587,4037.6355535553557
1000-23,1000,0.8104579448699951,3584.8009407977834
1000-24,1000,1.7908997535705566,4170.955481548154
1000-25,1000,1.8117358684539795,4313.876663666366
1000-26,1000,1.7693209648132324,4294.636543209876
1000-27,1000,1.7616488933563232,4487.603004115226
1000-28,1000,1.7972710132598877,3361.736105610561
1000-29,1000,1.791147232055664,4875.752415241523
1000-30,1000,1.7638769149780273,4118.250849084909
